time_series,SurfacePressure,WindSpeed50M,WindDirection50M,Rain,Specific Humidity at 2m,Tempreture2M,ALLSKY_SFC_SW_DIFF,ALLSKY_SRF_ALBEDO,ALLSKY_SFC_UVB,ALLSKY_SFC_PAR_TOT,Sea Level
2001-01-01 23:00:00,98.7,1.52,117.88,0.0,16.6,24.81,100.14,0.08,0.01,189.95,1534
2001-01-02 23:00:00,98.64,4.2,120.29,0.0,18.13,24.85,306.37,0.05,1.55,331.79,1446
2001-01-03 23:00:00,98.67,6.68,77.36,0.31,17.21,24.82,242.55,0.07,0.23,299.65,1306
2001-01-04 23:00:00,98.79,7.6,77.05,0.11,19.41,25.85,356.9,0.04,1.64,248.17,1152
2001-01-05 23:00:00,98.63,5.55,64.73,0.02,18.01,25.01,275.76,0.07,1.93,375.38,942
2001-01-06 23:00:00,98.48,3.14,340.21,0.17,19.1,25.51,136.73,0.05,1.08,222.28,749
2001-01-07 23:00:00,98.41,2.43,315.13,0.11,18.8,25.92,42.43,0.09,0.77,83.32,597
2001-01-08 23:00:00,98.53,0.92,342.65,0.04,18.07,26.38,1.79,0.07,0.59,392.95,595
2001-01-09 23:00:00,98.67,2.24,106.41,0.18,18.74,25.91,157.59,0.07,0.57,116.42,755
2001-01-10 23:00:00,98.63,4.02,243.58,0.05,19.59,25.74,471.96,0.07,1.35,250.8,1046
2001-01-11 23:00:00,98.63,4.08,135.93,0.06,19.04,25.48,144.54,0.05,1.67,492.02,1382
2001-01-12 23:00:00,98.65,4.12,117.78,0.01,18.86,25.58,248.13,0.08,2.25,492.02,1665
2001-01-13 23:00:00,98.66,5.02,78.52,0.51,19.1,25.13,82.39,0.06,0.61,142.94,1837
2001-01-14 23:00:00,98.5,6.81,91.64,1.44,18.62,24.64,296.05,0.05,1.1,468.23,1884
2001-01-15 23:00:00,98.28,6.96,354.26,2.0,18.8,24.87,240.89,0.05,1.16,97.74,1787
2001-01-16 23:00:00,98.4,7.5,318.29,1.23,18.01,24.34,27.63,0.03,0.36,210.65,1584
2001-01-17 23:00:00,98.31,4.7,255.06,0.04,17.15,23.9,251.98,0.06,1.1,228.53,1384
2001-01-18 23:00:00,98.5,1.89,316.67,0.0,16.48,24.9,488.81,0.04,1.91,217.77,1111
2001-01-19 23:00:00,98.76,3.39,92.24,0.13,17.82,25.1,202.24,0.07,1.41,251.14,857
2001-01-20 23:00:00,98.79,4.67,98.28,0.09,18.37,25.23,244.55,0.08,0.01,366.08,735
2001-01-21 23:00:00,98.69,4.17,95.05,0.02,18.01,24.86,236.2,0.1,1.84,217.35,703
2001-01-22 23:00:00,98.57,5.7,98.2,0.79,18.19,24.4,413.93,0.05,0.01,179.46,752
2001-01-23 23:00:00,98.63,4.55,36.28,0.22,17.58,24.15,48.15,0.05,0.7,156.39,847
2001-01-24 23:00:00,98.77,3.94,348.22,0.04,17.52,24.25,1.79,0.06,1.43,129.45,973
2001-01-25 23:00:00,98.7,1.19,96.42,0.04,17.09,25.38,1.79,0.03,1.4,247.14,1145
2001-01-26 23:00:00,98.7,0.86,251.4,0.18,17.33,24.79,1.79,0.05,1.44,153.0,1322
2001-01-27 23:00:00,98.62,3.17,293.98,0.46,17.27,24.83,125.48,0.1,0.71,25.4,1473
2001-01-28 23:00:00,98.6,2.46,283.2,0.01,18.62,25.34,371.16,0.05,1.85,485.34,1588
2001-01-29 23:00:00,98.58,2.23,337.75,0.52,18.25,25.25,121.46,0.03,1.65,360.67,1661
2001-01-30 23:00:00,98.54,3.5,349.44,0.04,18.49,25.39,532.82,0.06,0.79,0.02,1669
2001-01-31 23:00:00,98.57,2.73,75.57,0.09,17.82,25.78,312.51,0.03,1.53,489.52,1614
2001-02-01 23:00:00,98.64,2.7,94.14,0.03,17.46,25.71,61.45,0.07,2.11,492.02,1517
2001-02-02 23:00:00,98.57,2.71,47.1,0.04,18.49,25.56,85.23,0.05,0.81,468.71,1366
2001-02-03 23:00:00,98.43,1.32,45.24,0.81,18.19,25.33,229.39,0.06,0.9,253.27,1139
2001-02-04 23:00:00,98.41,5.81,99.51,0.56,17.52,23.95,394.1,0.07,2.04,329.19,872
2001-02-05 23:00:00,98.44,2.61,220.14,0.29,18.55,25.33,54.2,0.03,2.7,116.83,693
2001-02-06 23:00:00,98.23,3.52,157.25,0.33,18.49,24.95,184.72,0.06,1.61,108.41,603
2001-02-07 23:00:00,98.05,5.14,38.46,0.1,18.92,25.4,124.04,0.01,1.67,382.08,694
2001-02-08 23:00:00,98.07,4.48,12.29,0.01,18.19,25.54,178.17,0.07,0.57,492.02,945
2001-02-09 23:00:00,98.35,6.88,56.82,0.26,19.1,25.68,224.45,0.05,0.93,78.5,1270
2001-02-10 23:00:00,98.5,6.56,91.3,0.17,18.98,25.65,156.32,0.04,0.49,203.66,1601
2001-02-11 23:00:00,98.4,6.1,110.94,0.09,18.98,25.73,239.84,0.1,0.01,250.5,1840
2001-02-12 23:00:00,98.25,4.8,83.08,0.09,18.92,25.29,233.53,0.1,1.25,266.62,1939
2001-02-13 23:00:00,98.26,2.89,60.04,0.03,18.37,25.37,137.73,0.08,1.87,133.56,1873
2001-02-14 23:00:00,98.47,3.91,69.18,0.09,18.86,25.42,459.68,0.07,1.31,0.02,1672
2001-02-15 23:00:00,98.46,4.2,18.33,0.14,18.43,25.07,102.83,0.04,1.3,189.93,1438
2001-02-16 23:00:00,98.3,4.27,20.56,0.01,18.31,25.03,19.36,0.05,1.07,210.67,1246
2001-02-17 23:00:00,98.23,5.33,69.38,0.04,19.47,25.71,166.59,0.06,1.33,244.85,1042
2001-02-18 23:00:00,98.24,8.25,55.84,0.29,19.71,25.8,423.97,0.04,0.74,167.79,883
2001-02-19 23:00:00,98.67,7.54,64.13,0.33,19.29,25.75,126.83,0.12,2.7,72.75,785
2001-02-20 23:00:00,98.84,6.56,104.76,0.04,18.25,25.25,19.47,0.07,1.18,350.44,755
2001-02-21 23:00:00,98.7,6.45,133.28,0.18,17.4,24.5,306.28,0.05,1.53,429.33,800
2001-02-22 23:00:00,98.46,3.7,106.68,0.04,17.64,24.56,1.79,0.06,2.21,378.25,907
2001-02-23 23:00:00,98.32,4.81,88.04,0.05,18.62,25.49,112.83,0.05,0.95,62.06,1069
2001-02-24 23:00:00,98.35,5.27,300.29,0.11,18.74,25.37,149.57,0.03,1.25,38.93,1253
2001-02-25 23:00:00,98.39,4.31,317.2,0.37,17.88,24.75,91.09,0.05,0.65,210.75,1398
2001-02-26 23:00:00,98.5,3.31,278.97,0.18,18.37,24.86,333.43,0.03,1.55,309.98,1526
2001-02-27 23:00:00,98.51,4.65,308.8,2.05,18.62,24.94,274.1,0.05,1.7,226.84,1642
2001-02-28 23:00:00,98.43,7.19,199.36,0.3,18.37,24.42,16.36,0.06,1.73,281.78,1784
2001-03-01 23:00:00,97.7,14.26,347.41,0.71,20.02,26.46,288.3,0.06,0.89,158.75,1815
2001-03-02 23:00:00,97.66,11.1,258.8,0.11,17.58,24.62,196.67,0.05,1.55,286.55,1815
2001-03-03 23:00:00,98.08,6.54,253.71,0.01,16.85,23.74,249.54,0.06,1.22,492.02,1488
2001-03-04 23:00:00,98.41,2.64,237.06,0.05,16.11,24.04,52.83,0.03,1.06,278.11,1097
2001-03-05 23:00:00,98.55,4.51,94.87,0.02,17.33,23.86,98.3,0.04,0.95,393.26,884
2001-03-06 23:00:00,98.66,7.29,88.09,0.06,17.33,23.96,317.17,0.06,1.3,66.76,666
2001-03-07 23:00:00,98.88,6.47,100.02,0.19,16.54,23.96,154.74,0.04,0.99,316.59,472
2001-03-08 23:00:00,98.9,6.73,106.81,0.18,17.7,24.47,308.13,0.08,1.77,24.23,502
2001-03-09 23:00:00,98.87,7.22,107.51,0.07,17.88,24.63,1.79,0.05,0.83,84.09,743
2001-03-10 23:00:00,98.76,5.71,101.77,0.04,17.03,24.06,105.97,0.02,1.88,310.21,1062
2001-03-11 23:00:00,98.64,5.38,111.99,0.01,17.46,24.59,83.38,0.09,0.22,436.9,1391
2001-03-12 23:00:00,98.66,6.53,104.77,1.62,18.8,25.19,166.78,0.06,0.68,84.79,1629
2001-03-13 23:00:00,98.84,4.38,66.13,0.4,18.37,25.04,73.09,0.04,1.23,265.69,1754
2001-03-14 23:00:00,98.87,3.77,14.27,0.56,18.19,24.87,129.77,0.05,1.94,219.43,1739
2001-03-15 23:00:00,98.58,3.92,230.25,0.14,17.88,24.23,79.28,0.03,1.5,303.73,1631
2001-03-16 23:00:00,98.43,3.14,267.72,0.8,17.76,24.34,214.23,0.06,0.57,305.06,1445
2001-03-17 23:00:00,98.5,3.23,285.41,0.37,17.94,24.42,247.86,0.05,0.37,171.34,1299
2001-03-18 23:00:00,98.66,4.58,268.05,0.09,18.25,24.62,201.26,0.05,1.61,230.39,1076
2001-03-19 23:00:00,98.65,5.69,145.74,0.02,17.21,24.15,216.34,0.06,1.63,58.27,867
2001-03-20 23:00:00,98.6,7.09,127.21,0.0,15.93,23.17,187.05,0.05,0.57,288.12,711
2001-03-21 23:00:00,98.72,7.75,120.6,0.18,15.93,23.35,509.05,0.08,2.23,172.42,677
2001-03-22 23:00:00,98.72,7.79,102.21,0.56,17.58,24.11,308.73,0.05,0.34,190.33,664
2001-03-23 23:00:00,98.74,4.86,94.05,1.31,18.62,24.58,142.51,0.05,0.26,112.99,735
2001-03-24 23:00:00,98.53,5.11,73.59,0.54,17.82,24.21,128.56,0.05,1.11,169.67,879
2001-03-25 23:00:00,98.53,7.59,76.91,1.09,17.21,23.87,158.89,0.05,0.5,90.4,1042
2001-03-26 23:00:00,98.47,4.03,10.85,0.12,18.98,24.93,479.92,0.02,1.86,307.64,1218
2001-03-27 23:00:00,98.73,3.45,48.67,0.27,17.88,24.22,461.18,0.05,1.53,201.0,1423
2001-03-28 23:00:00,98.54,3.48,108.07,0.4,18.01,24.32,58.19,0.06,2.12,3.69,1568
2001-03-29 23:00:00,98.49,3.46,25.58,0.24,18.19,24.54,205.13,0.05,0.99,120.94,1674
2001-03-30 23:00:00,98.58,4.52,340.19,0.2,18.92,24.9,291.24,0.11,0.38,80.49,1697
2001-03-31 23:00:00,98.61,6.62,75.52,0.58,18.13,24.26,115.36,0.06,2.7,330.06,1650
2001-04-01 23:00:00,98.49,7.09,42.72,0.16,18.37,24.68,123.02,0.08,1.52,253.6,1484
2001-04-02 23:00:00,98.45,5.31,60.87,0.11,18.31,24.44,136.43,0.07,0.56,64.85,1214
2001-04-03 23:00:00,98.48,5.05,79.75,0.03,18.25,24.72,173.59,0.07,1.83,419.72,920
2001-04-04 23:00:00,98.61,4.28,80.55,0.82,18.92,24.82,212.38,0.09,1.21,289.83,637
2001-04-05 23:00:00,98.7,5.18,85.67,0.06,18.98,25.19,105.03,0.03,0.73,418.26,456
2001-04-06 23:00:00,98.54,4.47,84.49,0.56,18.86,25.05,160.46,0.03,0.3,162.38,514
2001-04-07 23:00:00,98.36,6.04,278.55,0.9,19.17,25.18,175.79,0.07,0.57,167.22,672
2001-04-08 23:00:00,98.4,5.97,345.36,0.58,18.86,25.05,115.1,0.05,0.31,311.58,969
2001-04-09 23:00:00,98.65,4.28,358.43,0.32,19.17,25.31,506.4,0.06,1.68,359.91,1263
2001-04-10 23:00:00,98.79,1.66,307.73,0.2,18.01,24.95,86.63,0.05,1.66,383.65,1522
2001-04-11 23:00:00,98.76,4.51,98.87,0.05,18.55,25.08,203.84,0.07,0.32,158.7,1715
2001-04-12 23:00:00,98.66,4.13,124.68,0.07,18.62,24.71,95.31,0.05,1.38,182.65,1720
2001-04-13 23:00:00,98.59,5.23,88.54,0.03,18.19,24.79,315.92,0.18,1.17,124.46,1731
2001-04-14 23:00:00,98.57,6.72,86.07,0.27,18.55,25.27,171.2,0.04,0.11,172.93,1610
2001-04-15 23:00:00,98.54,4.96,89.91,0.23,18.68,24.75,123.01,0.07,0.01,271.71,1414
2001-04-16 23:00:00,98.45,6.41,12.95,0.47,19.1,25.25,310.24,0.06,1.16,142.21,1179
2001-04-17 23:00:00,98.27,7.3,25.28,1.03,18.37,24.57,463.71,0.05,1.36,201.98,1016
2001-04-18 23:00:00,98.44,7.81,344.27,0.53,19.35,25.33,141.79,0.05,0.93,53.53,882
2001-04-19 23:00:00,98.74,5.33,347.64,0.07,18.68,24.92,122.06,0.03,1.09,285.84,710
2001-04-20 23:00:00,98.75,2.42,301.95,0.09,17.15,24.76,249.16,0.07,1.2,250.29,642
2001-04-21 23:00:00,98.77,5.98,130.18,0.34,17.52,24.02,352.61,0.09,1.46,118.94,626
2001-04-22 23:00:00,98.86,7.49,131.66,0.1,16.91,23.92,199.62,0.07,0.89,194.51,724
2001-04-23 23:00:00,98.96,8.07,120.41,0.63,17.64,24.26,108.66,0.08,0.9,0.02,859
2001-04-24 23:00:00,98.93,8.79,118.16,0.01,16.6,23.72,164.55,0.09,0.31,112.39,1038
2001-04-25 23:00:00,98.88,8.47,113.09,0.16,16.36,23.65,236.22,0.01,1.18,314.73,1257
2001-04-26 23:00:00,98.77,8.83,102.0,0.42,17.09,23.99,237.93,0.06,0.69,213.76,1501
2001-04-27 23:00:00,98.72,9.7,94.16,1.75,17.7,24.21,49.18,0.05,0.1,81.43,1701
2001-04-28 23:00:00,98.77,7.25,97.43,0.01,17.64,24.27,53.16,0.06,1.22,88.57,1813
2001-04-29 23:00:00,98.78,5.64,119.9,0.2,17.7,24.44,102.1,0.05,1.6,270.62,1743
2001-04-30 23:00:00,98.74,5.85,111.32,0.01,17.21,23.97,99.03,0.04,0.01,432.34,1531
2001-05-01 23:00:00,98.69,6.75,89.07,0.06,17.64,24.4,91.29,0.06,0.56,304.8,1230
2001-05-02 23:00:00,98.75,6.05,89.7,0.0,16.48,23.86,273.59,0.06,0.78,211.53,927
2001-05-03 23:00:00,98.72,4.63,35.25,0.22,16.6,23.84,202.57,0.04,0.6,276.18,689
2001-05-04 23:00:00,98.74,1.58,16.92,0.02,16.17,25.55,119.35,0.06,0.87,65.75,516
2001-05-05 23:00:00,98.8,2.44,78.73,0.12,17.46,24.92,253.27,0.07,0.23,50.31,457
2001-05-06 23:00:00,98.78,5.8,70.49,0.37,18.98,25.18,157.3,0.02,1.18,15.65,537
2001-05-07 23:00:00,98.76,6.96,79.98,0.54,19.23,25.09,317.31,0.05,0.74,138.67,766
2001-05-08 23:00:00,98.72,6.81,75.52,0.04,18.43,24.55,90.52,0.04,0.37,17.15,1074
2001-05-09 23:00:00,98.66,7.08,64.57,0.0,17.15,23.96,26.46,0.02,0.24,148.68,1341
2001-05-10 23:00:00,98.66,4.68,80.58,0.01,17.46,24.18,177.72,0.1,0.49,202.8,1528
2001-05-11 23:00:00,98.64,6.34,65.87,0.03,17.64,24.3,243.41,0.04,1.3,116.75,1625
2001-05-12 23:00:00,98.65,4.28,91.99,0.02,16.36,23.23,298.68,0.07,0.6,128.42,1670
2001-05-13 23:00:00,98.63,3.07,119.04,0.02,16.78,23.77,188.36,0.05,0.01,69.95,1579
2001-05-14 23:00:00,98.67,6.01,163.45,0.03,17.09,23.73,232.03,0.08,0.01,159.59,1448
2001-05-15 23:00:00,98.86,6.79,132.02,0.15,15.81,22.64,39.49,0.05,0.01,143.73,1273
2001-05-16 23:00:00,99.07,9.35,138.96,0.01,13.06,21.11,106.16,0.06,0.67,86.41,1046
2001-05-17 23:00:00,99.14,7.94,129.77,0.01,12.57,20.84,313.58,0.04,1.35,57.05,846
2001-05-18 23:00:00,99.16,8.13,125.34,0.0,12.88,21.12,215.74,0.06,0.97,230.51,677
2001-05-19 23:00:00,99.17,6.87,115.98,0.0,13.43,21.23,206.46,0.09,0.75,152.03,576
2001-05-20 23:00:00,99.16,5.8,108.85,0.01,13.24,21.19,200.48,0.05,0.9,206.63,500
2001-05-21 23:00:00,99.04,7.32,88.65,0.01,13.92,21.64,86.96,0.05,0.01,160.78,535
2001-05-22 23:00:00,98.72,4.54,35.82,0.01,14.4,21.94,1.79,0.1,0.44,108.48,640
2001-05-23 23:00:00,98.76,1.65,22.91,0.0,14.04,23.93,108.12,0.19,0.7,0.02,850
2001-05-24 23:00:00,98.79,4.49,63.97,0.0,14.83,22.21,51.38,0.08,0.5,242.04,1137
2001-05-25 23:00:00,98.89,3.48,104.97,0.02,17.46,24.02,70.05,0.08,0.96,114.08,1411
2001-05-26 23:00:00,98.96,5.4,125.05,0.07,16.36,23.14,47.13,0.06,1.7,99.1,1657
2001-05-27 23:00:00,98.96,7.54,116.33,0.25,16.54,22.85,245.08,0.06,0.77,199.05,1750
2001-05-28 23:00:00,99.04,7.48,119.89,0.0,15.99,22.77,231.49,0.07,1.2,262.54,1731
2001-05-29 23:00:00,98.89,6.47,87.58,0.03,16.6,23.01,199.17,0.06,0.01,135.56,1548
2001-05-30 23:00:00,98.72,4.5,359.3,0.16,17.7,23.58,210.3,0.06,0.53,238.53,1301
2001-05-31 23:00:00,98.83,3.53,301.44,0.18,18.01,23.99,90.67,0.06,0.01,314.3,951
2001-06-01 23:00:00,99.01,6.23,142.02,0.22,16.97,23.12,245.04,0.04,0.21,133.76,633
2001-06-02 23:00:00,99.15,10.02,133.01,0.36,15.44,22.09,189.82,0.05,0.16,74.74,413
2001-06-03 23:00:00,99.17,12.03,123.27,0.2,14.1,21.15,45.39,0.05,0.84,103.74,340
2001-06-04 23:00:00,98.96,12.0,123.32,0.14,16.05,22.57,231.14,0.05,0.44,207.33,446
2001-06-05 23:00:00,98.87,9.71,131.71,0.14,16.97,23.08,394.11,0.05,0.01,180.26,639
2001-06-06 23:00:00,98.76,9.85,144.46,0.4,15.81,22.26,1.79,0.05,0.67,172.99,835
2001-06-07 23:00:00,98.9,9.32,137.62,0.05,14.16,21.3,258.57,0.07,0.13,202.85,1051
2001-06-08 23:00:00,99.18,11.35,136.51,0.0,12.33,20.78,169.05,0.07,0.1,280.1,1234
2001-06-09 23:00:00,99.2,9.95,114.43,0.08,13.0,20.62,147.51,0.04,0.07,163.28,1388
2001-06-10 23:00:00,99.08,7.89,96.54,0.0,12.27,20.17,118.08,0.04,0.01,212.09,1515
2001-06-11 23:00:00,98.91,5.33,80.3,0.0,13.06,20.42,136.71,0.04,0.34,53.07,1558
2001-06-12 23:00:00,98.51,7.57,250.59,0.07,15.32,22.3,168.14,0.07,0.68,206.07,1571
2001-06-13 23:00:00,98.23,9.17,298.62,0.38,13.18,20.21,130.18,0.1,0.78,225.18,1459
2001-06-14 23:00:00,98.38,7.46,278.01,0.04,13.98,20.82,33.7,0.09,0.7,267.32,1215
2001-06-15 23:00:00,98.55,3.03,281.89,0.0,13.61,20.66,1.79,0.09,0.78,129.13,964
2001-06-16 23:00:00,98.77,3.38,90.0,0.0,14.47,21.27,179.03,0.1,0.38,158.04,730
2001-06-17 23:00:00,98.8,2.75,127.49,0.0,14.34,21.27,184.23,0.11,0.7,331.13,555
2001-06-18 23:00:00,98.99,5.22,150.52,0.03,12.33,20.13,37.61,0.05,1.28,190.42,410
2001-06-19 23:00:00,98.9,5.63,121.15,0.06,13.98,20.77,189.74,0.06,0.41,140.72,359
2001-06-20 23:00:00,98.88,8.33,117.67,0.01,14.59,21.19,95.63,0.06,0.69,92.44,406
2001-06-21 23:00:00,98.97,8.66,126.27,0.06,14.95,21.3,62.49,0.05,0.89,67.08,641
2001-06-22 23:00:00,98.94,7.2,99.63,0.05,16.05,22.21,362.46,0.06,0.48,1.32,936
2001-06-23 23:00:00,98.8,5.36,121.58,0.06,17.27,23.27,277.97,0.08,0.22,268.44,1309
2001-06-24 23:00:00,98.73,9.89,144.03,0.11,15.81,22.12,190.74,0.07,0.61,77.99,1601
2001-06-25 23:00:00,98.9,9.32,120.16,0.17,15.32,21.74,194.39,0.06,0.42,134.51,1755
2001-06-26 23:00:00,98.99,9.08,118.59,0.13,14.83,21.55,83.45,0.05,0.15,0.02,1713
2001-06-27 23:00:00,98.89,7.51,108.51,0.03,15.32,21.8,84.04,0.05,0.42,232.59,1547
2001-06-28 23:00:00,98.87,8.29,138.63,0.01,14.1,21.05,118.2,0.05,0.16,80.58,1255
2001-06-29 23:00:00,98.89,8.4,135.49,0.02,12.94,20.26,346.53,0.11,0.4,154.87,892
2001-06-30 23:00:00,98.65,9.49,102.79,0.3,14.16,20.83,412.04,0.05,0.12,144.23,630
2001-07-01 23:00:00,98.03,10.12,302.23,1.31,18.31,24.2,156.06,0.06,0.55,53.01,475
2001-07-02 23:00:00,98.44,7.86,122.82,0.1,14.83,21.15,1.79,0.1,1.01,170.81,356
2001-07-03 23:00:00,98.59,5.54,94.53,0.04,15.56,21.54,424.78,0.08,0.67,117.84,407
2001-07-04 23:00:00,98.61,5.59,73.34,0.02,17.33,22.89,269.05,0.01,0.5,117.27,538
2001-07-05 23:00:00,98.67,5.75,316.76,0.03,17.46,23.01,117.47,0.08,0.4,182.81,780
2001-07-06 23:00:00,98.77,2.46,229.77,0.0,15.14,21.77,95.24,0.12,0.43,148.22,920
2001-07-07 23:00:00,98.95,3.24,190.28,0.0,14.83,21.44,53.6,0.06,0.17,148.85,1127
2001-07-08 23:00:00,99.05,4.82,127.89,0.0,14.04,20.93,252.63,0.05,0.82,140.2,1301
2001-07-09 23:00:00,99.07,3.66,124.3,0.0,14.1,21.12,106.14,0.09,0.01,25.11,1445
2001-07-10 23:00:00,98.89,2.9,52.23,0.01,16.36,22.7,110.15,0.08,1.3,0.02,1537
2001-07-11 23:00:00,98.94,5.53,201.71,0.11,16.11,22.32,107.57,0.07,0.12,106.97,1548
2001-07-12 23:00:00,99.12,8.34,161.72,0.0,11.96,19.37,242.14,0.05,0.19,21.69,1418
2001-07-13 23:00:00,99.29,7.5,132.8,0.01,12.02,19.47,111.82,0.05,0.74,219.72,1172
2001-07-14 23:00:00,99.32,8.78,120.54,0.0,11.35,19.77,211.52,0.07,0.99,170.19,992
2001-07-15 23:00:00,99.16,6.96,101.26,0.05,13.31,19.58,47.64,0.07,0.06,161.57,812
2001-07-16 23:00:00,99.08,6.1,109.13,0.02,13.98,20.44,206.68,0.06,0.9,225.7,599
2001-07-17 23:00:00,98.84,1.6,68.82,0.07,14.59,21.53,163.86,0.03,0.08,11.13,393
2001-07-18 23:00:00,98.75,5.53,194.47,0.04,14.1,20.68,151.98,0.05,0.1,0.02,316
2001-07-19 23:00:00,98.68,2.12,169.39,0.0,13.18,19.79,143.03,0.11,0.63,319.62,337
2001-07-20 23:00:00,98.71,4.24,215.24,0.01,14.04,20.62,210.33,0.04,0.75,137.95,539
2001-07-21 23:00:00,98.81,4.94,173.37,0.04,13.49,20.77,90.63,0.05,0.65,209.9,835
2001-07-22 23:00:00,98.94,6.08,135.68,0.14,13.67,20.06,33.6,0.09,0.01,27.53,1174
2001-07-23 23:00:00,98.92,6.95,127.69,0.19,14.4,20.67,275.66,0.05,0.01,204.0,1495
2001-07-24 23:00:00,99.14,8.98,152.16,0.28,13.0,19.76,138.73,0.05,0.55,117.68,1662
2001-07-25 23:00:00,99.3,10.59,143.34,0.0,11.05,18.76,104.58,0.05,0.1,203.3,1657
2001-07-26 23:00:00,99.34,11.32,119.8,0.0,10.25,18.79,87.64,0.07,1.17,28.31,1494
2001-07-27 23:00:00,99.38,9.94,112.41,0.03,11.17,19.27,153.36,0.01,0.97,221.51,1228
2001-07-28 23:00:00,99.25,11.04,90.77,0.01,11.96,20.39,325.38,0.05,0.57,181.61,960
2001-07-29 23:00:00,99.14,8.06,80.06,0.05,13.43,20.58,148.31,0.07,0.81,171.98,717
2001-07-30 23:00:00,99.02,7.91,93.28,0.04,14.16,21.13,82.62,0.02,0.4,390.73,516
2001-07-31 23:00:00,98.86,4.99,100.75,0.03,13.85,20.66,70.39,0.13,0.51,180.26,457
2001-08-01 23:00:00,98.77,8.05,78.42,0.06,15.32,21.92,163.79,0.06,1.49,321.46,452
2001-08-02 23:00:00,98.86,4.86,69.99,0.0,15.99,22.26,144.28,0.04,0.36,400.58,560
2001-08-03 23:00:00,99.07,5.85,100.38,0.1,16.85,23.23,186.27,0.09,0.65,294.64,709
2001-08-04 23:00:00,99.13,7.33,90.98,0.82,15.99,22.6,131.84,0.05,0.51,201.37,844
2001-08-05 23:00:00,99.01,6.3,95.19,0.0,16.48,22.07,84.31,0.11,0.21,182.19,1061
2001-08-06 23:00:00,98.95,6.64,117.38,0.0,16.48,22.45,43.86,0.09,0.25,389.5,1247
2001-08-07 23:00:00,99.09,6.96,104.1,0.01,15.56,22.13,122.64,0.04,0.1,243.54,1380
2001-08-08 23:00:00,99.19,6.84,113.99,0.01,14.47,21.69,123.26,0.11,0.01,176.17,1495
2001-08-09 23:00:00,99.05,5.12,105.12,0.02,14.1,21.09,1.79,0.08,0.34,169.36,1549
2001-08-10 23:00:00,98.96,7.31,172.14,0.0,13.67,20.77,216.97,0.03,1.06,311.0,1557
2001-08-11 23:00:00,99.0,7.05,136.57,0.0,12.15,19.41,81.39,0.05,0.01,218.28,1411
2001-08-12 23:00:00,99.06,7.27,124.32,0.0,11.17,18.9,140.89,0.1,0.01,319.7,1228
2001-08-13 23:00:00,99.05,8.07,112.37,0.0,11.41,19.62,131.78,0.01,0.21,286.22,994
2001-08-14 23:00:00,98.83,6.51,115.21,0.02,13.85,20.87,1.79,0.05,0.83,220.92,751
2001-08-15 23:00:00,98.2,6.23,89.35,3.33,16.66,22.42,21.21,0.06,0.17,60.14,560
2001-08-16 23:00:00,97.87,7.43,233.2,1.38,14.34,20.55,46.2,0.05,0.01,43.99,456
2001-08-17 23:00:00,98.56,10.72,210.0,0.02,11.23,19.35,113.93,0.08,0.01,93.84,336
2001-08-18 23:00:00,98.97,2.29,175.69,0.0,10.07,18.98,80.97,0.08,0.32,318.26,432
2001-08-19 23:00:00,99.21,4.06,152.89,0.0,12.02,19.85,231.96,0.09,1.43,384.6,690
2001-08-20 23:00:00,99.18,6.65,114.73,0.0,13.18,20.08,193.48,0.1,0.41,202.78,1084
2001-08-21 23:00:00,99.16,7.21,104.37,0.0,13.37,20.62,164.84,0.08,0.77,301.12,1430
2001-08-22 23:00:00,99.13,5.45,89.51,0.03,14.4,20.76,256.66,0.06,1.27,164.36,1646
2001-08-23 23:00:00,99.19,6.9,94.81,0.0,14.34,21.1,228.55,0.08,1.42,234.11,1751
2001-08-24 23:00:00,99.21,6.57,90.07,0.01,15.2,21.55,161.93,0.08,1.24,27.24,1672
2001-08-25 23:00:00,99.06,6.12,75.43,0.18,15.26,21.44,171.96,0.06,1.29,214.56,1462
2001-08-26 23:00:00,98.81,2.93,130.35,0.29,16.36,22.54,132.46,0.08,0.71,47.27,1189
2001-08-27 23:00:00,98.79,2.63,42.83,0.0,16.6,23.23,106.52,0.07,0.83,405.36,893
2001-08-28 23:00:00,98.99,4.21,50.73,0.0,16.05,22.76,113.55,0.13,0.7,348.66,642
2001-08-29 23:00:00,99.04,5.6,101.03,0.01,15.81,22.44,317.69,0.07,0.71,198.11,528
2001-08-30 23:00:00,98.77,5.87,62.58,0.01,16.3,22.49,257.31,0.05,0.15,128.59,529
2001-08-31 23:00:00,98.68,3.83,307.78,0.06,17.15,23.42,135.78,0.06,1.06,153.27,591
2001-09-01 23:00:00,98.92,5.82,195.57,0.0,15.38,22.42,137.98,0.04,1.2,190.0,653
2001-09-02 23:00:00,99.24,6.6,148.45,0.01,12.27,20.15,225.56,0.06,1.06,159.5,767
2001-09-03 23:00:00,99.19,6.76,118.82,0.0,11.66,19.8,167.67,0.01,0.23,401.72,949
2001-09-04 23:00:00,99.15,5.64,107.58,0.0,11.72,19.86,70.76,0.08,0.01,255.95,1126
2001-09-05 23:00:00,99.29,4.5,106.45,0.0,12.51,20.18,174.73,0.01,1.79,492.02,1307
2001-09-06 23:00:00,99.27,6.15,105.7,0.01,12.7,20.43,313.09,0.06,0.18,226.49,1422
