time_series,SurfacePressure,WindSpeed50M,WindDirection50M,Rain,Specific Humidity at 2m,Tempreture2M,ALLSKY_SFC_SW_DIFF,ALLSKY_SRF_ALBEDO,ALLSKY_SFC_UVB,ALLSKY_SFC_PAR_TOT,Sea Level
2001-01-01 23:00:00,0.6363636363636402,0.05908360128617363,0.32703965296702076,0.0,0.5768581081081083,0.651223776223776,0.17250451651377754,0.28,0.0,0.38603658536585367,0.7151734852408078
2001-01-02 23:00:00,0.6136363636363669,0.16680064308681672,0.333741171236305,0.0,0.7060810810810809,0.6547202797202798,0.5342290354831355,0.16,0.5724907063197024,0.674329268292683,0.6696012428793371
2001-01-03 23:00:00,0.625,0.26647909967845657,0.21436516322785162,0.02339622641509434,0.6283783783783785,0.6520979020979023,0.42228965323698103,0.24000000000000002,0.08178438661710036,0.6090040650406504,0.597099948213361
2001-01-04 23:00:00,0.6704545454545467,0.3034565916398714,0.21350314220566152,0.00830188679245283,0.8141891891891893,0.7421328671328673,0.6228579446792837,0.12,0.6059479553903344,0.504369918699187,0.5173485240807871
2001-01-05 23:00:00,0.6098484848484844,0.2210610932475884,0.1792447583560425,0.0015094339622641509,0.695945945945946,0.668706293706294,0.4805395260730009,0.24000000000000002,0.7137546468401486,0.7629268292682928,0.4085965820818228
2001-01-06 23:00:00,0.5530303030303045,0.1241961414790997,0.9452755686558032,0.012830188679245283,0.7880067567567568,0.7124125874125877,0.2366828618034483,0.16,0.3977695167286245,0.45174796747967483,0.30864836872087
2001-01-07 23:00:00,0.5265151515151487,0.09565916398713828,0.8755352872476502,0.00830188679245283,0.7626689189189191,0.7482517482517486,0.07128198831845368,0.32,0.2825278810408921,0.1693089430894309,0.2299326773692387
2001-01-08 23:00:00,0.5719696969696955,0.03496784565916399,0.9520605083143316,0.0030188679245283017,0.7010135135135136,0.7884615384615385,0.0,0.24000000000000002,0.21561338289962817,0.7986382113821139,0.2288969445882962
2001-01-09 23:00:00,0.625,0.08802250803858523,0.2951448751459874,0.013584905660377358,0.7576013513513513,0.7473776223776223,0.2732710083665129,0.24000000000000002,0.20817843866170996,0.23658536585365858,0.31175556706369756
2001-01-10 23:00:00,0.6098484848484844,0.15956591639871381,0.676575273900228,0.0037735849056603774,0.8293918918918919,0.7325174825174823,0.8246715661340396,0.24000000000000002,0.4981412639405204,0.5097154471544717,0.4624546866908338
2001-01-11 23:00:00,0.6098484848484844,0.16197749196141478,0.37723152216228245,0.004528301886792452,0.782939189189189,0.7097902097902098,0.25038149194043463,0.16,0.6171003717472118,1.0,0.6364577938891766
2001-01-12 23:00:00,0.6174242424242493,0.16358520900321544,0.32676158166954006,0.0007547169811320754,0.7677364864864864,0.7185314685314685,0.43207689474330413,0.28,0.8327137546468399,1.0,0.7830139823925427
2001-01-13 23:00:00,0.6212121212121247,0.19975884244372988,0.21759079027862743,0.038490566037735846,0.7880067567567568,0.6791958041958044,0.14137126620244506,0.19999999999999998,0.2230483271375464,0.29048780487804876,0.8720870015535991
2001-01-14 23:00:00,0.5606060606060623,0.2717041800643087,0.2540737445080919,0.10867924528301887,0.7474662162162162,0.6363636363636365,0.5161279006542369,0.16,0.40520446096654267,0.9516463414634148,0.8964267219057482
2001-01-15 23:00:00,0.4772727272727266,0.27773311897106107,0.9843445859518379,0.1509433962264151,0.7626689189189191,0.6564685314685315,0.41937803658814654,0.16,0.4275092936802973,0.1986178861788618,0.8461936820300362
2001-01-16 23:00:00,0.5227272727272734,0.29943729903536975,0.8843223402480396,0.09283018867924528,0.695945945945946,0.6101398601398602,0.04532299650956799,0.07999999999999999,0.13011152416356872,0.428109756097561,0.7410668047643708
2001-01-17 23:00:00,0.48863636363636687,0.18689710610932475,0.7084978588510094,0.0030188679245283017,0.6233108108108107,0.5716783216783214,0.43882974058548047,0.19999999999999998,0.40520446096654267,0.46445121951219515,0.637493526670119
2001-01-18 23:00:00,0.5606060606060623,0.07395498392282959,0.8798175852288527,0.0,0.566722972972973,0.659090909090909,0.8542262291056426,0.12,0.7063197026022303,0.44258130081300817,0.49611600207146556
2001-01-19 23:00:00,0.6590909090909136,0.1342443729903537,0.2557421722929759,0.009811320754716982,0.6798986486486487,0.6765734265734269,0.3515864802764282,0.24000000000000002,0.520446096654275,0.5104065040650407,0.36457793889176593
2001-01-20 23:00:00,0.6704545454545467,0.18569131832797428,0.27253767866080864,0.006792452830188679,0.7263513513513515,0.6879370629370631,0.4257976251030467,0.28,0.0,0.7440243902439025,0.30139823925427234
2001-01-21 23:00:00,0.6325757575757578,0.16559485530546622,0.26355597575218287,0.0015094339622641509,0.695945945945946,0.6555944055944056,0.4111518425622226,0.36000000000000004,0.6802973977695166,0.4417276422764228,0.2848265147591921
2001-01-22 23:00:00,0.587121212121211,0.22709003215434084,0.2723152216228241,0.059622641509433964,0.7111486486486487,0.6153846153846152,0.7228877624401453,0.16,0.0,0.3647154471544716,0.3102019678922837
2001-01-23 23:00:00,0.6098484848484844,0.18086816720257234,0.10013347422279073,0.01660377358490566,0.6596283783783783,0.5935314685314685,0.08131478785540139,0.16,0.2565055762081784,0.3178252032520325,0.35939927498705326
2001-01-24 23:00:00,0.662878787878789,0.15635048231511253,0.9675490795840054,0.0030188679245283017,0.6545608108108107,0.6022727272727273,0.0,0.19999999999999998,0.5278810408921931,0.2630691056910569,0.42465044018643194
2001-01-25 23:00:00,0.6363636363636402,0.04581993569131833,0.2673655525276681,0.0030188679245283017,0.6182432432432432,0.701048951048951,0.0,0.07999999999999999,0.5167286245353159,0.5022764227642277,0.5137234593474883
